recipe_new,ingredient_group,order,technique,url,origin
gazta_urdin_krema_kanapea,esnekiak,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gazta_urdin_krema_kanapea,frantzia
gaztaz_beteriko_ravioliak_txanpiñoi_eta_txirla_kremarekin,"esnekiak, pasta",lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gaztaz_beteriko_ravioliak_txanpi%C3%B1oi_eta_txirla_kremarekin,
gianduja_krema,txokolatea,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gianduja_krema,
guakamole_txalupa_otarrainxkekin,"fruta, oliba olioa",lehen platerak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamole_txalupa_otarrainxkekin,mexiko
guakamolea,fruta,lehen platerak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Guakamolea,mexiko
haragi_betegaia,haragia,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_betegaia,
haragi_bolak_barazki_saltsan,haragia,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_bolak_barazki_saltsan,
haragi_bolak_tomate_saltsan,haragia,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Albondigak_tomate_saltsan,
haragi_carpaccioa,haragia,lehen platerak,carpaccio,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_carpaccioa,
haragi_egosiz_eta_txanpiñoiz_beteriko_piperrak,"haragia, oliba olioa",bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_egosiz_eta_txanpinoiz_beteriko_piperrak,
haragi_enpanada,haragia,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_enpanada,
haragi_enpanadila,haragia,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_enpanadilla,
haragi_gisatua,haragia,bigarren platerak,erregosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_gisatua,
haragi_kaneloiak,haragia,lehen platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_kaneloiak,italia
haragi_kroketak,haragia,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_kroketak,
haragi_lasagna,haragia,lehen platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_lasagna,italia
haragi_ragouta,haragia,bigarren platerak,erregosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragi_ragouta,italia
haragia_tartar_eran,haragia,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragia_tartar_eran,
haragizko_piper_beteak,haragia,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Haragizko_piper_beteak,
hegalaburra_papillote_eran,arraina,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegalaburra_papillote_eran,bertakoa
hegaluze_ahuakate_eta_piper_tartarra,"barazkia, arraina, oliba olioa",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze,_ahuakate_eta_piper_tartarra",bertakoa
hegaluze_edo_arrain_betegaia,arraina,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_edo_arrain_betegaia,bertakoa
hegaluze_edo_hegalabur_salda,arraina,lehen platerak,zopak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_edo_hegalabur_salda,bertakoa
hegaluze_edo_hegalaburra_ontziratua,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_edo_hegalaburra_ontziratua,bertakoa
hegaluze_edo_hegalaburra_tipularekin,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_edo_hegalaburra_tipularekin,bertakoa
hegaluze_edo_hegalaburra_tomatearekin,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_edo_hegalaburra_tomatearekin,bertakoa
hegaluze_enpanada,arraina,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_enpanada,bertakoa
hegaluze_enpanadila,arraina,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_enpanadilla,bertakoa
hegaluze_entsalada_otarrainxka_eta_piper_gorriz_eginiko_tartarrarekin,"barazkia, arraina, oliba olioa",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_entsalada,_otarrainxka_eta_piper_gorriz_eginiko_tar-tarrarekin",bertakoa
hegaluze_eta_ibarrako_piper_pintxoa,arraina,lehen platerak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_eta_Ibarrako_piper_pintxoa,bertakoa
hegaluze_tartarra,arraina,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluze_tartarra,bertakoa
hegaluzea_asiako_erara_udaberriko_entsaladan,"barazkia, arraina, oliba olioa",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluzea_Asiako_erara,_udaberriko_entsaladan",bertakoa
hegaluzea_tomate_konpotarekin,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hegaluzea_tomate_konpotarekin,bertakoa
hiru_gutiziko_arroza,arroza,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hiru_gutiziko_arroza,asia
hostopil_koka,"barazkia, oliba olioa",lehen platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopil_koka,espainia
hostopila_odolki_eta_barazkiz_beteta,barazkia,lehen platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hostopila_odolki_eta_barazkiz_beteta,bertakoa
hur_eta_txokolate_opila,txokolatea,azkenburukoak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hur_eta_txokolate_opila,
ilar_budina,lekaleak,lehen platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilar_budina,
ilar_egosia,lekaleak,lehen platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilar_egosia,
ilar_krema,lekaleak,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilar_krema,
ilarrak_urdaiazpikoarekin,lekaleak,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ilarrak_urdaiazpikoarekin,espainia
irasagarra2,fruta,azkenburukoak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Irasagarra_2,
itsas_paella,"itsaskia, arroza, oliba olioa",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_paella,espainia
itsas_zapoa,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_zapoa,bertakoa
itsas_zapoa_koxkera_erara,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_zapoa_koxkera_erara,bertakoa
itsas_zapoa_saltsa_berdean_txirlekin,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsas_zapoa_saltsa_berdean_txirlekin,bertakoa
itsaski_krema,itsaskia,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaski_krema,
itsaski_paella,"itsaskia, arroza",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaski_paella,espainia
itsaskiak_sagardoarekin,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsaskiak_sagardoarekin,bertakoa
itsasoa_eta_sagardoa,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Itsasoa_eta_sagardoa,bertakoa
izkira_egosiak,itsaskia,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Izkira_egosiak,
izokin_kanape_edo_pintxoa,arraina,lehen platerak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Izokin_kanape_edo_pintxoa,frantzia
izokin_kremaz_beteriko_tartaletak,arraina,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Izokin_kremaz_beteriko_tartaletak,
izokin_marinatua,arraina,bigarren platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Izokin_marinatua,
kafe_budina,arrautza,lehen platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kafe_budina,
kalabazin_txalupak_otarrainxka_eta_ziazerbaz_beteak,oliba olioa,lehen platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kalabazin_txalupak_otarrainxka_eta_ziazerbaz_beteak,
kardua_urdaiazpiko_eta_arrautza_eskalfatuarekin,"barazkia, arrautza",lehen platerak,egosi,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kardua,_urdaiazpiko_eta_arrautza_eskalfatuarekin",espainia
kokotxak_leka_eta_tomate_konpotarekin,"lekaleak, arraina, oliba olioa",bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kokotxak_leka_eta_tomate_konpotarekin,bertakoa
krema_ingelesa,arrautza,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Krema_ingelesa,
krema_opila,arrautza,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Krema_opila,
kremaz_beteriko_krepeak,arrautza,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kremaz_beteriko_krepeak,frantzia
kuia_krema_otarrainxkekin,oliba olioa,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kuia_krema_otarrainxkekin,
kuia_tomate_eta_kantauriko_antxoa_lasagna,oliba olioa,lehen platerak,labekatu,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kuia,_tomate_eta_Kantauriko_antxoa_lasagna",italia
kuia_txikiz_eginiko_milorria_bakailaoz_betea,oliba olioa,lehen platerak,betea,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Kuia_txikiz_eginiko_milorria,_bakailaoz_betea",
lanperna_egosiak,itsaskia,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lanperna_egosiak,
legatz_arrautzaztatua,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_arrautzaztatua,
legatz_betea,arraina,bigarren platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_betea,
legatz_kokotea_labean,arraina,bigarren platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_kokotea_labean,bertakoa
legatz_kokotxak_arrautzaztatuak,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_kokotxak_arrautzaztatuak,bertakoa
legatz_xerrak_plantxan_barazki_eta_baratxuri_freskoekin,"barazkia, arraina",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatz_xerrak_plantxan,_barazki_eta_baratxuri_freskoekin",bertakoa
legatza_barazkiekin_papillote_erara,"arraina, oliba olioa",bigarren platerak,egosi,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_barazkiekin,_papillote_erara",
legatza_otarrainxka_saldarekin_eta_txirlekin,"arraina, oliba olioa",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_otarrainxka_saldarekin_eta_txirlekin,bertakoa
legatza_plantxan_barazkiekin,"barazkia, arraina, oliba olioa",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin",
legatza_plantxan_kuia_txikiarekin_eta_pipermorroekin,"barazkia, arraina, oliba olioa",bigarren platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin",
legatza_saltsa_berdean_txirla_eta_kokotxekin,"itsaskia, arraina",bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_saltsa_berdean_txirla_eta_kokotxekin,bertakoa
leka_eta_txanpiñoiak_otarrainxkekin,"lekaleak, barazkia, oliba olioa",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin,
leka_freskoak_txipiroi_eta_tipula_goxatuarekin,"lekaleak, barazkia, oliba olioa",lehen platerak,sueztitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin,bertakoa
lupia_labean,arraina,bigarren platerak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lupia_labean,
lupia_sagardo_eta_itsaski_lurrinekin,arraina,bigarren platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lupia,_sagardo_eta_itsaski_lurrinekin",bertakoa
lurrunetan_eginiko_arroza,arroza,lehen platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lurrunetan_eginiko_arroza,
marmitakoa2,arraina,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marmitakoa_2,bertakoa
marrubi_eta_kremazko_hostopilak,"fruta, arrautza",azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak,
marrubi_gelatina,fruta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_gelatina,
marrubi_izozkia,fruta,azkenburukoak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_izozkia,
marrubi_marmelada,fruta,azkenburukoak,hotza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_marmelada,
marrubi_tarta,fruta,azkenburukoak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta,
marrubi_tarta2,"fruta, arrautza",azkenburukoak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta_2,
marrubiak_esne-gain_krema_eta_almendrekin,fruta,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubiak_esne-gain_krema_eta_almendrekin,
mendrezka_errea,arraina,bigarren platerak,erre,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mendrezka_errea,
mihi-arrain_xerrak_ganbekin_txakolin_saltsan,itsaskia,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mihi-arrain_popietak_ganbekin_txakolin_saltsan,bertakoa
muskuilu_goxatuak,itsaskia,bigarren platerak,sueztitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_goxatuak,
muskuilu_krema,itsaskia,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_krema,
nafarroako_pikillo_piperrak_bakailaoz_beteak,oliba olioa,lehen platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_pikillo_piperrak_bakailaoz_beteak,bertakoa
nafarroako_zainzuriak_bakailao_kokotxekin,oliba olioa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_bakailao_kokotxekin,bertakoa
nafarroako_zainzuriak_onddoz_beteak,oliba olioa,lehen platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_onddoz_beteak,bertakoa
natilak,arrautza,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Natilak,bertakoa
neguko_boilur_beltzen_nahaskia,arrautza,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Neguko_boilur_beltzen_nahaskia,espainia
odolki_kurruskatsuak_pikillo_piperrekin_eta_azarekin,oliba olioa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolki_kurruskatsuak_pikillo_piperrekin_eta_azarekin,bertakoa
odolkiz_beteriko_brik_orriak_baba_kremarekin,"barazkia, oliba olioa",lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin,bertakoa
ogi_opilak,arrautza,azkenburukoak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ogi_opilak,
oilagorrak_saltsan,oliba olioa,bigarren platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilagorrak_saltsan,
oilasko_eta_arrautza_kroketak,arrautza,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_eta_arrautza_kroketak,
oilasko_izterrak_txanpiñoi_krema_eta_curryarekin,oliba olioa,bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_izterrak_txanpinoi_krema_eta_curryarekin,asia
oilasko_kroketak,arrautza,lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_kroketak,
olagarro_entsalada_epela,barazkia,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Olagarro_entsalada_epela,
onddo_berria_gorringoarekin,arrautza,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_berria_gorringoarekin,bertakoa
onddo_carpaccioa,oliba olioa,lehen platerak,carpaccio,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_%27carpaccio%27a,bertakoa
onddoak_papillote_erara,oliba olioa,lehen platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoak_papillote_erara,bertakoa
onddoz_beteriko_kiribil_kurruskatsua_kuia_kremarekin,oliba olioa,lehen platerak,kremak,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoz_beteriko_kiribil_kurruskatsua,_kuia_kremarekin",bertakoa
ontzian_eginiko_arrautza,arrautza,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ontzian_eginiko_arrautza,
orburu_pintxoa_urdaiazpiko_tomate_eta_piperrekin,oliba olioa,lehen platerak,hotza,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_pintxoa_urdaiazpiko,_tomate_eta_piperrekin",espainia
orburu_txips-ak_eta_orburu_egosiak,oliba olioa,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_%27txips%27-ak_eta_orburu_egosiak,
orburua_arroz_odolkia_eta_arrautza_gorringoa_plantxan,"oliba olioa, arroza, arrautza",lehen platerak,plantxan,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan",bertakoa
orburuak_entsaladan_raf_tomateekin,oliba olioa,lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_entsaladan,_raf_tomateekin",
orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin,"oliba olioa, arrautza",lehen platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin,espainia
orburuak_urdaiazpiko_ziazerba_eta_beasaingo_odolkiarekin,oliba olioa,lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak,_urdaiazpiko,_ziazerba_eta_Beasaingo_odolkiarekin",espainia
orburuak_urdaiazpikoarekin_eta_beasaingo_odolkiarekin,oliba olioa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpikoarekin_eta_Beasaingo_odolkiarekin,espainia
otarrainxka_egosiak,itsaskia,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_egosiak,
otarrainxka_eta_onddo_milorria,"itsaskia, oliba olioa",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria,bertakoa
otarrainxka_plantxan_edo_zartaginean,itsaskia,bigarren platerak,plantxan,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_plantxan_edo_zartaginean,
otarrainxkak_ziza_kremarekin_eta_arrautzekin,"itsaskia, oliba olioa, arrautza",bigarren platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin,
otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak,"itsaskia, barazkia",lehen platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak,
paella_valentziarra,arroza,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Paella_Valentziarra,espainia
pasta_barazkiekin,pasta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_barazkiekin,italia
pasta_boloniar_erara,pasta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_boloniar_erara,italia
pasta_carbonara,pasta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_carbonara,italia
pasta_entsalada,pasta,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_entsalada,italia
pasta_freskoa,pasta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa,italia
pasta_freskoa2,"oliba olioa, pasta, arrautza",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2,italia
pasta_perretxikoekin,pasta,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_perretxikoekin,italia
patata_berri_zainzuri_eta_izokin_ketu_entsalada,oliba olioa,lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_berri,_zainzuri_eta_izokin_ketu_entsalada",
patata_tortila,arrautza,bigarren platerak,frijitu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_tortila,
patatak_errioxar_erara2,oliba olioa,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patatak_errioxar_erara_2,espainia
perloi_egosia_patatekin,arraina,bigarren platerak,egosi,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perloi_egosia_patatekin,
perrexil_olio_saltsa,barazkia,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perrexil_olio_saltsa,
pesto_saltsa,barazkia,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pesto_saltsa,italia
petit-suisseak_krema_eta_txokolate_beroarekin,"txokolatea, arrautza",azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Petit-suisseak_krema_eta_txokolate_beroarekin,
pikillo_piperrak_odolkiz_beteak,oliba olioa,lehen platerak,betea,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pikillo_piperrak_odolkiz_beteak,bertakoa
piper_eta_atun_entsalada,oliba olioa,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_eta_atun_entsalada,
piper_morro_erreak_plantxan_bakailao_kokotxekin,oliba olioa,lehen platerak,erre,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_morro_erreak_plantxan_bakailao_kokotxekin,
porru_entsalada_guakamole_eta_izokin_ketuarekin,"fruta, oliba olioa",lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin",mexiko
porru_eta_otarrainxka_entsalada,oliba olioa,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_eta_otarrainxka_entsalada,
prantxikaren_bizkotxoa,arrautza,azkenburukoak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Prantxikaren_bizkotxoa,
raf_tomatea_ahuntz_gaztarekin,oliba olioa,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_ahuntz_gaztarekin,
raf_tomatea_txipiekin,"itsaskia, oliba olioa",lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin,
raf_tomateen_entsalada_bakailaoarekin_eta_barazkiekin,oliba olioa,lehen platerak,entsalada,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomateen_entsalada,_bakailaoarekin_eta_barazkiekin",
sagar_tarta2,"fruta, arrautza",azkenburukoak,labekatu,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tarta_2,
sagar_tatin_gozoa,fruta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tatin_gozoa,frantzia
sushi_egiteko_ozpina,arroza,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sushi_egiteko_ozpina,asia
tabbuleh_entsalada,barazkia,lehen platerak,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tabbuleh_entsalada,
tagliatelle_freskoak_barazki_eta_curryarekin,"barazkia, oliba olioa",lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin,asia
