ingredient_group,recipe,order,technique,url
pasta,"Fideua, barazki eta otarrainxkekin",lehen platerak,,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Fideua,_barazki_eta_otarrainxkekin"
pasta,Gaztaz beteriko ravioliak txanpiñoi eta txirla kremarekin,lehen platerak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gaztaz_beteriko_ravioliak_txanpi%C3%B1oi_eta_txirla_kremarekin
pasta,Pasta barazkiekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_barazkiekin
pasta,Pasta boloniar erara,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_boloniar_erara
pasta,Pasta carbonara,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_carbonara
pasta,Pasta entsalada,,entsalada,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_entsalada
pasta,Pasta freskoa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa
pasta,Pasta freskoa 2,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2
pasta,Pasta perretxikoekin,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_perretxikoekin
pasta,Tagliateliak antxoa eta cherry tomateekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliateliak_antxoa_eta_cherry_tomateekin
pasta,Tagliatelleak otarrainxka eta txirlekin,lehen platerak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin
txokolatea,Eperrak txokolate saltsan,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Eperrak_txokolate_saltsan
txokolatea,Gaileta-tarta eta txokolate zurizko kremarekin,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gaileta-tarta_eta_txokolate_zurizko_kremarekin
txokolatea,Gianduja krema,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Gianduja_krema
txokolatea,Hur eta txokolate opila,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Hur_eta_txokolate_opila
txokolatea,Petit-suisseak krema eta txokolate beroarekin,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Petit-suisseak_krema_eta_txokolate_beroarekin
txokolatea,Trufazko txokolate tarta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Trufazko_txokolate_tarta
txokolatea,Txokolate bainua,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_bainua
txokolatea,Txokolate biskuit izozkia,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_biskuit_izozkia
txokolatea,Txokolate cakea,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_cakea
txokolatea,Txokolate coulanta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_coulanta
txokolatea,Txokolate gailetak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_gailetak
txokolatea,Txokolate ganatxea,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_ganatxea
txokolatea,Txokolate izozkia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_izozkia
txokolatea,Txokolate krema,,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_krema
txokolatea,Txokolate moussea,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_moussea
txokolatea,Txokolate muselina,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_muselina
txokolatea,Txokolate tarta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_tarta
txokolatea,Txokolate trufa,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_trufa
txokolatea,Txokolate trufa bonboia,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_trufa_bonboia
txokolatea,Txokolate trufa bonboiak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_trufa_bonboiak
txokolatea,Txokolate trufa krema,azkenburukoak,kremak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_trufa_krema
txokolatea,Txokolate zuriaren moussea,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolate_zuriaren_moussea
txokolatea,Txokolatezko bizkotxo eta marrubi kopa,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_bizkotxo_eta_marrubi_kopa
txokolatea,Txokolatezko boilur tarta,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_boilur_tarta
txokolatea,Txokolatezko boilurrak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_boilurrak
txokolatea,Txokolatezko Euskal pastela,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_Euskal_pastela
txokolatea,Txokolatezko ijito besoa,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_ijito_besoa
txokolatea,Txokolatezko krepeak,azkenburukoak,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_krepeak
txokolatea,Txokolatezko pastelak egiteko ohiko bizkotxo arina,,,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txokolatezko_pastelak_egiteko_ohiko_bizkotxo_arina
