recipe,ingredient,recipe_url,cleaned,order,technique
Leka freskoak txipiroi eta tipula goxatuarekin,"Oliba olioa, Lekaleak, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin",Leka freskoa txipiroi tipula goxatua,Lehen platerak,
Lupia labean,Arraina,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lupia_labean,Lupia labean,,
Lupia sagardo eta itsaski lurrinekin,Arraina,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lupia,_sagardo_eta_itsaski_lurrinekin",Lupia sagardo itsaski lurrinekin,,
Lurrunetan eginiko arroza,Arroza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lurrunetan_eginiko_arroza,Lurrunetan eginiko arroza,,
Marmitakoa2,Arraina,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marmitakoa_2,Marmitakoa2,,
Marrubi eta kremazko hostopilak,"Fruta, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak",Marrubi kremazko hostopila,Azkenburukoak,Kremak
Marrubi gelatina,Fruta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_gelatina,Marrubi gelatina,Azkenburukoak,
Marrubi izozkia,Fruta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_izozkia,Marrubi izozkia,Azkenburukoak,
Marrubi marmelada,Fruta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_marmelada,Marrubi marmelada,Azkenburukoak,
Marrubi tarta,Fruta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta,Marrubi tarta,Azkenburukoak,
Marrubi tarta2,"Fruta, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta_2, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta_2",Marrubi tarta2,,
Marrubiak esne gain krema eta almendrekin,Fruta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubiak_esne-gain_krema_eta_almendrekin,Marrubia esne gain krema almend,,
Mendrezka errea,Arraina,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mendrezka_errea,Mendrezka errea,,Erre
Mihi arrain popietak ganbekin txakolin saltsan,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mihi-arrain_popietak_ganbekin_txakolin_saltsan,Mihi arrain popieta ganbekin txakolin saltsan,,
Muskuilu goxatuak,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_goxatuak,Muskuilu goxatua,Bigarren platerak,
Muskuilu krema,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_krema,Muskuilu krema,,Kremak
Nafarroako pikillo piperrak bakailaoz beteak,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_pikillo_piperrak_bakailaoz_beteak,Nafarroako pikillo piperra bakailaoz betea,Lehen platerak,
Nafarroako zainzuriak bakailao kokotxekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_bakailao_kokotxekin,Nafarroako zainzuria bakailao kokotxekin,Lehen platerak,
Nafarroako zainzuriak onddoz beteak,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_onddoz_beteak,Nafarroako zainzuria onddoz betea,Lehen platerak,
Natilak,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Natilak,Natila,Azkenburukoak,
Neguko boilur beltzen nahaskia,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Neguko_boilur_beltzen_nahaskia,Neguko boilur beltzen nahaskia,Lehen platerak,
Odolki kurruskatsuak pikillo piperrekin eta azarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolki_kurruskatsuak_pikillo_piperrekin_eta_azarekin,Odolki kurruskatsua pikillo piper aza,Lehen platerak,
Odolkiz beteriko brik orriak babarrun kremarekin,"Oliba olioa, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin",Odolkiz beteriko bri orria babarrun krema,Lehen platerak,Kremak
Ogi opilak,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ogi_opilak,Ogi opila,Azkenburukoak,
Oilagorrak saltsan,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilagorrak_saltsan,Oilagorra saltsan,Bigarren platerak,
Oilasko eta arrautza kroketak,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_eta_arrautza_kroketak,Oilasko arrautza kroketa,,
Oilasko izterrak txanpinoi krema eta curryarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_izterrak_txanpinoi_krema_eta_curryarekin,Oilasko izterra txanpinoi krema currya,Bigarren platerak,Kremak
Oilasko kroketak,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_kroketak,Oilasko kroketa,Lehen platerak,
Olagarro entsalada epela,Barazkia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Olagarro_entsalada_epela,Olagarro entsalada epela,Lehen platerak,Entsalada
Onddo berria gorringoarekin,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_berria_gorringoarekin,Onddo berria gorringoa,Lehen platerak,
Onddo carpaccioa,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_%27carpaccio%27a,Onddo carpaccioa,,
Onddoak papillote erara,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoak_papillote_erara,Onddoa papillote,Lehen platerak,
Onddoz beteriko kiribil kurruskatsua kuia kremarekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoz_beteriko_kiribil_kurruskatsua,_kuia_kremarekin",Onddoz beteriko kiribil kurruskatsua kuia krema,,
Ontzian eginiko arrautza,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ontzian_eginiko_arrautza,Ontzian eginiko arrautza,,
Orburu pintxoa urdaiazpiko tomate eta piperrekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_pintxoa_urdaiazpiko,_tomate_eta_piperrekin",Orburu pintxoa urdaiazpiko tomate piper,,
Orburu txips ak eta orburu egosiak,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_%27txips%27-ak_eta_orburu_egosiak,Orburu txips a orburu egosia,,
Orburua arroz odolkia eta arrautza gorringoa plantxan,"Oliba olioa, Arroza, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan",Orburua arroz odolkia arrautza gorringoa plantxan,,
Orburuak entsaladan raf tomateekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_entsaladan,_raf_tomateekin",Orburua entsaladan raf tomateekin,,
Orburuak urdaiazpiko eta arrautza galdarraztatuekin,"Oliba olioa, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin",Orburua urdaiazpiko arrautza galdarraztatuekin,Lehen platerak,
Orburuak urdaiazpiko ziazerba eta beasaingo odolkiarekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak,_urdaiazpiko,_ziazerba_eta_Beasaingo_odolkiarekin",Orburua urdaiazpiko ziazerba beasaingo odolkia,,
Orburuak urdaiazpikoarekin eta beasaingo odolkiarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpikoarekin_eta_Beasaingo_odolkiarekin,Orburua urdaiazpikoa beasaingo odolkia,,
Otarrainxka egosiak,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_egosiak,Otarrainxka egosia,,
Otarrainxka eta onddo milorria,"Oliba olioa, Itsaskia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria",Otarrainxka onddo milorria,Lehen platerak,
Otarrainxka plantxan edo zartaginean,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_plantxan_edo_zartaginean,Otarrainxka plantxan zartaginean,,Plantxan
Otarrainxkak ziza kremarekin eta arrautzekin,"Oliba olioa, Itsaskia, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin",Otarrainxka ziza krema arrautzekin,Bigarren platerak,Kremak
Otarrainxkaz eta barazkiz beteriko kirriskatsuak,"Itsaskia, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak",Otarrainxkaz barazkiz beteriko kirriskatsua,Lehen platerak,Frijitu
Paella valentziarra,Arroza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Paella_Valentziarra,Paella valentziarra,,
Pasta barazkiekin,Pasta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_barazkiekin,Pasta barazkiekin,,
Pasta boloniar erara,Pasta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_boloniar_erara,Pasta boloni,,
Pasta carbonara,Pasta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_carbonara,Pasta carbonara,,
Pasta entsalada,Pasta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_entsalada,Pasta entsalada,,Entsalada
Pasta freskoa,Pasta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa,Pasta freskoa,,
Pasta freskoa2,"Oliba olioa, Pasta, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2",Pasta freskoa2,,
Pasta perretxikoekin,Pasta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_perretxikoekin,Pasta perretxikoekin,,
Patata berri zainzuri eta izokin ketu entsalada,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_berri,_zainzuri_eta_izokin_ketu_entsalada",Patata berri zainzuri izokin ketu entsalada,,
Patata tortila,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_tortila,Patata tortila,Bigarren platerak,
Patata tortilla,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_tortilla,Patata tortilla,,
Patatak errioxar erara2,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patatak_errioxar_erara_2,Patata erriox,,
Perloi egosia patatekin,Arraina,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perloi_egosia_patatekin,Perloi egosia patatekin,,
Perrexil olio saltsa,Barazkia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perrexil_olio_saltsa,Perrexil olio saltsa,,
Pesto saltsa,Barazkia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pesto_saltsa,Pesto saltsa,,
Petit suisseak krema eta txokolate beroarekin,"Txokolatea, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Petit-suisseak_krema_eta_txokolate_beroarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Petit-suisseak_krema_eta_txokolate_beroarekin",Petit suissea krema txokolate beroa,,
Pikillo piperrak odolkiz beteak,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pikillo_piperrak_odolkiz_beteak,Pikillo piperra odolkiz betea,Lehen platerak,
Piper eta atun entsalada,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_eta_atun_entsalada,Piper atun entsalada,Lehen platerak,Entsalada
Piper morro erreak plantxan bakailao kokotxekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_morro_erreak_plantxan_bakailao_kokotxekin,Piper morro errea plantxan bakailao kokotxekin,Lehen platerak,Erre
Porru entsalada guakamole eta izokin ketuarekin,"Oliba olioa, Fruta","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin",Porru entsalada guakamole izokin ketua,,
Porru eta otarrainxka entsalada,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_eta_otarrainxka_entsalada,Porru otarrainxka entsalada,Lehen platerak,Entsalada
Prantxikaren bizkotxoa,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Prantxikaren_bizkotxoa,Prantxikaren bizkotxoa,Azkenburukoak,
Raf tomatea ahuntz gaztarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_ahuntz_gaztarekin,Raf tomatea ahuntz gazta,Lehen platerak,
Raf tomatea txipiekin,"Oliba olioa, Itsaskia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin",Raf tomatea txipiekin,Lehen platerak,
Raf tomateen entsalada bakailaoarekin eta barazkiekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomateen_entsalada,_bakailaoarekin_eta_barazkiekin",Raf tomateen entsalada bakailaoa barazkiekin,,
Sagar tarta2,"Fruta, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tarta_2, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tarta_2",Sag tarta2,,
Sagar tatin gozoa,Fruta,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tatin_gozoa,Sag tatin gozoa,Azkenburukoak,
Sushi egiteko ozpina,Arroza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sushi_egiteko_ozpina,Sushi ozpina,,
Tabbuleh entsalada,Barazkia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tabbuleh_entsalada,Tabbuleh entsalada,,
Tagliateliak antxoa eta cherry tomateekin,"Oliba olioa, Pasta","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliateliak_antxoa_eta_cherry_tomateekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliateliak_antxoa_eta_cherry_tomateekin",Tagliatelia antxoa cherry tomateekin,Lehen platerak,
Tagliatelle freskoak barazki eta curryarekin,"Oliba olioa, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin",Tagliatelle freskoa barazki currya,Lehen platerak,
Tagliatelleak otarrainxka eta txirlekin,"Oliba olioa, Itsaskia, Pasta","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin",Tagliatellea otarrainxka txirlekin,Lehen platerak,
Takoen betegai edo haragizko tinga,Haragia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Takoen_betegai_edo_haragizko_tinga,Takoen betegai haragizko tinga,,
Tipula eta piper sueztitzea,Arraina,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tipula_eta_piper_sueztitzea,Tipula piper sueztitzea,,Sueztitu
Tiramisu,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu,Tiramisu,Azkenburukoak,
Tiramisu moussea arroz esne kremarekin,"Arroza, Arrautza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu_moussea_arroz_esne_kremarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu_moussea_arroz_esne_kremarekin",Tiramisu moussea arroz esne krema,Azkenburukoak,Kremak
Tolosako babarrunak,Lekaleak,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tolosako_babarrunak,Tolosako babarruna,,
Tomate entsalada bakailaoarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate_entsalada_bakailaoarekin,Tomate entsalada bakailaoa,Lehen platerak,Entsalada
Tomate entsalada gula eta leka freskoekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate_entsalada_gula_eta_leka_freskoekin,Tomate entsalada gula leka freskoekin,Lehen platerak,Entsalada
Tomate mozzarella barrengorri eta urdaiazpiko pizza,Haragia,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate,_mozzarella,_barrengorri_eta_urdaiazpiko_pizza",Tomate mozzarella barrengorri urdaiazpiko pizza,,
Tomate nahaskia,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/%E2%80%9C_Tomate_nahaskia,Tomate nahaskia,,
Tripaki behi mutur edo txerri hanka egosiak,Haragia,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tripaki,_behi_mutur,_edo_txerri_hanka_egosiak",Tripaki behi mutur txerri hanka egosia,,
Ttoro zopa,Arraina,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ttoro_zopa,Ttoro zopa,,
Tuterako kukuluak brie gazta eta txipiroiekin,"Oliba olioa, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin",Tuterako kukulua brie gazta txipiroiekin,Lehen platerak,
Tuterako orburuak txerri solomo kalabazin eta curryarekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_orburuak_txerri_solomo,_kalabazin_eta_curryarekin",Tuterako orburua txerri solomo kalabazin currya,,
Txanpinoi txapelak orburu eta ziazerbaz beteak,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_orburu_eta_ziazerbaz_beteak,Txanpinoi txapela orburu ziazerbaz betea,Lehen platerak,
Txanpinoi txapelak plantxan arroz odolkiarekin,"Oliba olioa, Arroza, Haragia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin",Txanpinoi txapela plantxan arroz odolkia,,
Txanpinoi txapelak plantxan onddo kremarekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_onddo_kremarekin",Txanpinoi txapela plantxan onddo krema,,
Txekor azpizuna asiar erara,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_asiar_erara,Txekor azpizuna asi,Bigarren platerak,
Txekor azpizuna orburuekin eta idiazabalgo gaztaren saltsarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_orburuekin_eta_Idiazabalgo_gaztaren_saltsarekin,Txekor azpizuna orburuekin idiazabalgo gaztaren saltsa,,
Txekor azpizuna txanpiñoi eta curryarekin,"Oliba olioa, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin",Txekor azpizuna txanpiñoi currya,Bigarren platerak,
Txekor masailak onddoekin eta arrozarekin,"Oliba olioa, Arroza","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin",Txekor masaila onddoekin arroza,Bigarren platerak,
Txekor masailak saltsan,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_saltsan,Txekor masaila saltsan,Bigarren platerak,
Txekor muturrak bizkaitar saltsan,Arrautza,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_muturrak_bizkaitar_saltsan,Txekor muturra bizkait saltsan,Bigarren platerak,
Txekor tripaki eta muturrak bizkaiko saltsan,"Oliba olioa, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan",Txekor tripaki muturra bizkaiko saltsan,,
Txerri azpizuna onddoz beteta eta roquefort saltsarekin,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_azpizuna_onddoz_beteta_eta_Roquefort_saltsarekin,Txerri azpizuna onddoz beteta roquefort saltsa,,
Txerri azpizuna txanpinoi eta roquefort gaztarekin,Oliba olioa,"https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_azpizuna,_txanpinoi_eta_Roquefort_gaztarekin",Txerri azpizuna txanpinoi roquefort gazta,,
Txerri iberiar sekretoa parrilan gernikako piperrekin,Haragia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_iberiar_Sekretoa_parrilan_Gernikako_piperrekin,Txerri iberi sekretoa parrilan gernikako piper,,
Txerri iberiarraren presa carpaccioa,Haragia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_iberiarraren_presa_carpaccioa.jpg,Txerri iberiarraren presa carpaccioa,,
Txerri masailak saltsan,Oliba olioa,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_masailak_saltsan,Txerri masaila saltsan,Bigarren platerak,
Txibi frijituak,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txibi_frijituak,Txibi frijitua,,
Txipiroi begi handiak bere tintan,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_begi_handiak_bere_tintan,Txipiroi begi handia bere tintan,,
Txipiroi frijituak,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_frijituak,Txipiroi frijitua,,
Txipiroi tinta saltsa,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_tinta_saltsa,Txipiroi tinta saltsa,,
Txipiroiak bere tintan,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_bere_tintan,Txipiroia bere tintan,,
Txipiroiak pelaio erara,"Oliba olioa, Itsaskia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_Pelaio_erara, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_pelaio_erara, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_Pelaio_erara",Txipiroia pelaio,,
Txipiroiak plantxan,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan,Txipiroia plantxan,,Plantxan
Txipiroiak plantxan tipula goxatu eta letxugarekin,"Oliba olioa, Itsaskia, Barazkia","https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin, https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroiak_plantxan_tipula_goxatu_eta_letxugarekin",Txipiroia plantxan tipula goxatu letxuga,Lehen platerak,Plantxan
Txirla handiak plantxan,Itsaskia,https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txirla_handiak_plantxan,Txirla handia plantxan,,Plantxan
