Title,Ingredient,Order,Technique,Url
"Legatza plantxan, barazkiekin","['Arraina', 'Barazkia', 'Oliba olioa']",['Bigarren platerak'],['Plantxan'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_barazkiekin']"
"Legatza plantxan, kuia txikiarekin eta pipermorroekin","['Arraina', 'Barazkia', 'Oliba olioa']",['Bigarren platerak'],['Plantxan'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_plantxan,_kuia_txikiarekin_eta_pipermorroekin']"
Legatza saltsa berdean txirla eta kokotxekin,"['Arraina', 'Itsaskia']",['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_saltsa_berdean_txirla_eta_kokotxekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Legatza_saltsa_berdean_txirla_eta_kokotxekin']"
Leka eta txanpiak otarrainxkekin,"['Barazkia', 'Lekaleak', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_eta_txanpiak_otarrainxkekin']"
Leka freskoak txipiroi eta tipula goxatuarekin,"['Barazkia', 'Lekaleak', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Leka_freskoak_txipiroi_eta_tipula_goxatuarekin']"
Lupia labean,['Arraina'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lupia_labean']
"Lupia, sagardo eta itsaski lurrinekin",['Arraina'],['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lupia,_sagardo_eta_itsaski_lurrinekin']"
Lurrunetan eginiko arroza,['Arroza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Lurrunetan_eginiko_arroza']
Marmitakoa 2,['Arraina'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marmitakoa_2']
Marrubi eta kremazko hostopilak,"['Arrautza', 'Fruta']",['Azkenburukoak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_eta_kremazko_hostopilak']"
Marrubi gelatina,['Fruta'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_gelatina']
Marrubi izozkia,['Fruta'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_izozkia']
Marrubi marmelada,['Fruta'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_marmelada']
Marrubi tarta,['Fruta'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta']
Marrubi tarta 2,"['Arrautza', 'Fruta']",['Azkenburukoak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta_2', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubi_tarta_2']"
Marrubiak esne-gain krema eta almendrekin,['Fruta'],['Azkenburukoak'],['Kremak'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Marrubiak_esne-gain_krema_eta_almendrekin']
Mendrezka errea,['Arraina'],['Bigarren platerak'],['Erre'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mendrezka_errea']
Mihi-arrain popietak ganbekin txakolin saltsan,['Itsaskia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Mihi-arrain_popietak_ganbekin_txakolin_saltsan']
Muskuilu goxatuak,['Itsaskia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_goxatuak']
Muskuilu krema,['Itsaskia'],['Bigarren platerak'],['Kremak'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Muskuilu_krema']
Nafarroako pikillo piperrak bakailaoz beteak,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_pikillo_piperrak_bakailaoz_beteak']
Nafarroako zainzuriak bakailao kokotxekin,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_bakailao_kokotxekin']
Nafarroako zainzuriak onddoz beteak,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Nafarroako_zainzuriak_onddoz_beteak']
Natilak,['Arrautza'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Natilak']
Neguko boilur beltzen nahaskia,['Arrautza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Neguko_boilur_beltzen_nahaskia']
Odolki kurruskatsuak pikillo piperrekin eta azarekin,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolki_kurruskatsuak_pikillo_piperrekin_eta_azarekin']
Odolkiz beteriko brik orriak babarrun kremarekin,"['Barazkia', 'Oliba olioa']",['Lehen platerak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Odolkiz_beteriko_brik_orriak_babarrun_kremarekin']"
Ogi opilak,['Arrautza'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ogi_opilak']
Oilagorrak saltsan,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilagorrak_saltsan']
Oilasko eta arrautza kroketak,['Arrautza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_eta_arrautza_kroketak']
Oilasko izterrak txanpinoi krema eta curryarekin,['Oliba olioa'],['Bigarren platerak'],['Kremak'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_izterrak_txanpinoi_krema_eta_curryarekin']
Oilasko kroketak,['Arrautza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Oilasko_kroketak']
Olagarro entsalada epela,['Barazkia'],['Lehen platerak'],['Entsalada'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Olagarro_entsalada_epela']
Onddo 'carpaccio'a,['Oliba olioa'],['Lehen platerak'],['Carpaccio'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_%27carpaccio%27a']
Onddo berria gorringoarekin,['Arrautza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddo_berria_gorringoarekin']
Onddoak papillote erara,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoak_papillote_erara']
"Onddoz beteriko kiribil kurruskatsua, kuia kremarekin",['Oliba olioa'],['Lehen platerak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Onddoz_beteriko_kiribil_kurruskatsua,_kuia_kremarekin']"
Ontzian eginiko arrautza,['Arrautza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ontzian_eginiko_arrautza']
Orburu 'txips'-ak eta orburu egosiak,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_%27txips%27-ak_eta_orburu_egosiak']
"Orburu pintxoa urdaiazpiko, tomate eta piperrekin",['Oliba olioa'],['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburu_pintxoa_urdaiazpiko,_tomate_eta_piperrekin']"
"Orburua, arroz odolkia eta arrautza gorringoa plantxan","['Arrautza', 'Arroza', 'Oliba olioa']",['Lehen platerak'],['Plantxan'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburua,_arroz_odolkia_eta_arrautza_gorringoa_plantxan']"
"Orburuak entsaladan, raf tomateekin",['Oliba olioa'],['Lehen platerak'],['Entsalada'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_entsaladan,_raf_tomateekin']"
Orburuak urdaiazpiko eta arrautza galdarraztatuekin,"['Arrautza', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpiko_eta_arrautza_galdarraztatuekin']"
Orburuak urdaiazpikoarekin eta Beasaingo odolkiarekin,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak_urdaiazpikoarekin_eta_Beasaingo_odolkiarekin']
"Orburuak, urdaiazpiko, ziazerba eta Beasaingo odolkiarekin",['Oliba olioa'],['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Orburuak,_urdaiazpiko,_ziazerba_eta_Beasaingo_odolkiarekin']"
Otarrainxka egosiak,['Itsaskia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_egosiak']
Otarrainxka eta onddo milorria,"['Itsaskia', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_eta_onddo_milorria']"
Otarrainxka plantxan edo zartaginean,['Itsaskia'],['Bigarren platerak'],['Plantxan'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxka_plantxan_edo_zartaginean']
Otarrainxkak ziza kremarekin eta arrautzekin,"['Arrautza', 'Itsaskia', 'Oliba olioa']",['Bigarren platerak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkak_ziza_kremarekin_eta_arrautzekin']"
Otarrainxkaz eta barazkiz beteriko kirriskatsuak,"['Barazkia', 'Itsaskia']",['Lehen platerak'],['Frijitu'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Otarrainxkaz_eta_barazkiz_beteriko_kirriskatsuak']"
Paella Valentziarra,['Arroza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Paella_Valentziarra']
Pasta barazkiekin,['Pasta'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_barazkiekin']
Pasta boloniar erara,['Pasta'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_boloniar_erara']
Pasta carbonara,['Pasta'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_carbonara']
Pasta entsalada,['Pasta'],['Lehen platerak'],['Entsalada'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_entsalada']
Pasta freskoa,['Pasta'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa']
Pasta freskoa 2,"['Arrautza', 'Oliba olioa', 'Pasta']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_freskoa_2']"
Pasta perretxikoekin,['Pasta'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pasta_perretxikoekin']
"Patata berri, zainzuri eta izokin ketu entsalada",['Oliba olioa'],['Lehen platerak'],['Entsalada'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_berri,_zainzuri_eta_izokin_ketu_entsalada']"
Patata tortila,['Arrautza'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_tortila']
Patata tortilla,['Arrautza'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patata_tortilla']
Patatak errioxar erara 2,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Patatak_errioxar_erara_2']
Perloi egosia patatekin,['Arraina'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perloi_egosia_patatekin']
Perrexil olio saltsa,['Barazkia'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Perrexil_olio_saltsa']
Pesto saltsa,['Barazkia'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pesto_saltsa']
Petit-suisseak krema eta txokolate beroarekin,"['Arrautza', 'Txokolatea']",['Azkenburukoak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Petit-suisseak_krema_eta_txokolate_beroarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Petit-suisseak_krema_eta_txokolate_beroarekin']"
Pikillo piperrak odolkiz beteak,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Pikillo_piperrak_odolkiz_beteak']
Piper eta atun entsalada,['Oliba olioa'],['Lehen platerak'],['Entsalada'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_eta_atun_entsalada']
Piper morro erreak plantxan bakailao kokotxekin,['Oliba olioa'],['Lehen platerak'],['Erre'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Piper_morro_erreak_plantxan_bakailao_kokotxekin']
"Porru entsalada, guakamole eta izokin ketuarekin","['Fruta', 'Oliba olioa']",['Lehen platerak'],['Entsalada'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_entsalada,_guakamole_eta_izokin_ketuarekin']"
Porru eta otarrainxka entsalada,['Oliba olioa'],['Lehen platerak'],['Entsalada'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Porru_eta_otarrainxka_entsalada']
Prantxikaren bizkotxoa,['Arrautza'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Prantxikaren_bizkotxoa']
Raf tomatea ahuntz gaztarekin,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_ahuntz_gaztarekin']
Raf tomatea txipiekin,"['Itsaskia', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomatea_txipiekin']"
"Raf tomateen entsalada, bakailaoarekin eta barazkiekin",['Oliba olioa'],['Lehen platerak'],['Entsalada'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Raf_tomateen_entsalada,_bakailaoarekin_eta_barazkiekin']"
Sagar tarta 2,"['Arrautza', 'Fruta']",['Azkenburukoak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tarta_2', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tarta_2']"
Sagar tatin gozoa,['Fruta'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sagar_tatin_gozoa']
Sushi egiteko ozpina,['Arroza'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Sushi_egiteko_ozpina']
Tabbuleh entsalada,['Barazkia'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tabbuleh_entsalada']
Tagliateliak antxoa eta cherry tomateekin,"['Oliba olioa', 'Pasta']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliateliak_antxoa_eta_cherry_tomateekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliateliak_antxoa_eta_cherry_tomateekin']"
Tagliatelle freskoak barazki eta curryarekin,"['Barazkia', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelle_freskoak_barazki_eta_curryarekin']"
Tagliatelleak otarrainxka eta txirlekin,"['Itsaskia', 'Oliba olioa', 'Pasta']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tagliatelleak_otarrainxka_eta_txirlekin']"
Takoen betegai edo haragizko tinga,['Haragia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Takoen_betegai_edo_haragizko_tinga']
Tipula eta piper sueztitzea,['Arraina'],['Bigarren platerak'],['Sueztitu'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tipula_eta_piper_sueztitzea']
Tiramisu,['Arrautza'],['Azkenburukoak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu']
Tiramisu moussea arroz esne kremarekin,"['Arrautza', 'Arroza']",['Azkenburukoak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu_moussea_arroz_esne_kremarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tiramisu_moussea_arroz_esne_kremarekin']"
Tolosako babarrunak,['Lekaleak'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tolosako_babarrunak']
Tomate entsalada bakailaoarekin,['Oliba olioa'],['Lehen platerak'],['Entsalada'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate_entsalada_bakailaoarekin']
Tomate entsalada gula eta leka freskoekin,['Oliba olioa'],['Lehen platerak'],['Entsalada'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate_entsalada_gula_eta_leka_freskoekin']
"Tomate, mozzarella, barrengorri eta urdaiazpiko pizza",['Haragia'],['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tomate,_mozzarella,_barrengorri_eta_urdaiazpiko_pizza']"
"Tripaki, behi mutur, edo txerri hanka egosiak",['Haragia'],['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tripaki,_behi_mutur,_edo_txerri_hanka_egosiak']"
Trufazko txokolate tarta,"['Arrautza', 'Txokolatea']",['Azkenburukoak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Trufazko_txokolate_tarta', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Trufazko_txokolate_tarta']"
Ttoro zopa,['Arraina'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Ttoro_zopa']
Tuterako kukuluak brie gazta eta txipiroiekin,"['Barazkia', 'Oliba olioa']",['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_kukuluak_brie_gazta_eta_txipiroiekin']"
"Tuterako orburuak txerri solomo, kalabazin eta curryarekin",['Oliba olioa'],['Lehen platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Tuterako_orburuak_txerri_solomo,_kalabazin_eta_curryarekin']"
Txanpinoi txapelak orburu eta ziazerbaz beteak,['Oliba olioa'],['Lehen platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_orburu_eta_ziazerbaz_beteak']
"Txanpinoi txapelak plantxan, arroz odolkiarekin","['Arroza', 'Haragia', 'Oliba olioa']",['Lehen platerak'],['Plantxan'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_arroz_odolkiarekin']"
"Txanpinoi txapelak plantxan, onddo kremarekin",['Oliba olioa'],['Lehen platerak'],['Kremak'],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txanpinoi_txapelak_plantxan,_onddo_kremarekin']"
Txekor azpizuna asiar erara,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_asiar_erara']
Txekor azpizuna orburuekin eta Idiazabalgo gaztaren saltsarekin,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_orburuekin_eta_Idiazabalgo_gaztaren_saltsarekin']
Txekor azpizuna txanpiñoi eta curryarekin,"['Barazkia', 'Oliba olioa']",['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_azpizuna_txanpi%C3%B1oi_eta_curryarekin']"
Txekor masailak onddoekin eta arrozarekin,"['Arroza', 'Oliba olioa']",['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_onddoekin_eta_arrozarekin']"
Txekor masailak saltsan,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_masailak_saltsan']
Txekor muturrak bizkaitar saltsan,['Arrautza'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_muturrak_bizkaitar_saltsan']
"Txekor tripaki eta muturrak, Bizkaiko saltsan","['Barazkia', 'Oliba olioa']",['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan', 'https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txekor_tripaki_eta_muturrak,_Bizkaiko_saltsan']"
Txerri azpizuna onddoz beteta eta Roquefort saltsarekin,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_azpizuna_onddoz_beteta_eta_Roquefort_saltsarekin']
"Txerri azpizuna, txanpinoi eta Roquefort gaztarekin",['Oliba olioa'],['Bigarren platerak'],[],"['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_azpizuna,_txanpinoi_eta_Roquefort_gaztarekin']"
Txerri iberiar Sekretoa parrilan Gernikako piperrekin,['Haragia'],['Bigarren platerak'],['Plantxan'],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_iberiar_Sekretoa_parrilan_Gernikako_piperrekin']
Txerri iberiarraren presa carpaccioa.jpg,['Haragia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_iberiarraren_presa_carpaccioa.jpg']
Txerri masailak saltsan,['Oliba olioa'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txerri_masailak_saltsan']
Txibi frijituak,['Itsaskia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txibi_frijituak']
Txipiroi begi handiak bere tintan,['Itsaskia'],['Bigarren platerak'],[],['https://eu.wikibooks.org/wiki/Sukaldaritza_liburua/Errezetak/Txipiroi_begi_handiak_bere_tintan']
